,Bigram,Count,Frequency
800,жк,219,0.000438891828194892
801,гк,37,7.415067416991327e-05
802,оі,41,8.216696326936335e-05
803,Сл,33,6.613438507046319e-05
804,єг,24,4.8097734596700496e-05
805,яє,94,0.00018838279383707695
806,єз,63,0.0001262565533163388
807,юА,30,6.012216824587562e-05
808,дч,48,9.619546919340099e-05
809,кк,99,0.00019840315521138955
810,рм,99,0.00019840315521138955
811,єр,22,4.4089590046975456e-05
812,хя,19,3.807737322238789e-05
813,вУ,15,3.006108412293781e-05
814,жм,59,0.00011824026421688872
815,с—,23,4.609366232183797e-05
816,До,145,0.0002905904798550655
817,аа,173,0.00034670450355121606
818,т—,58,0.0001162361919420262
819,вТ,34,6.81384573453257e-05
820,хЗ,4,8.016289099450082e-06
821,Зз,3,6.012216824587562e-06
822,юЗ,12,2.4048867298350248e-05
823,Зр,11,2.2044795023487728e-05
824,яж,156,0.0003126352748785532
825,іХ,28,5.611402369615058e-05
826,Ха,68,0.0001362769146906514
827,зс,239,0.00047897327369214246
828,йН,15,3.006108412293781e-05
829,нч,74,0.00014830134833982654
830,пц,144,0.00028858640758020295
831,мх,53,0.00010621583056771359
832,дп,122,0.0002444968175332275
833,йМ,33,6.613438507046319e-05
834,Мо,454,0.0009098488127875844
835,йа,37,7.415067416991327e-05
836,іа,92,0.0001843746492873519
837,шт,108,0.00021643980568515224
838,юа,43,8.617510781908838e-05
839,тл,60,0.00012024433649175123
840,рж,96,0.00019239093838680199
841,лн,11,2.2044795023487728e-05
842,їК,4,8.016289099450082e-06
843,іЧ,60,0.00012024433649175123
844,сг,11,2.2044795023487728e-05
845,рп,99,0.00019840315521138955
846,нщ,48,9.619546919340099e-05
847,—я,113,0.00022646016705946484
848,рд,124,0.00024850496208295256
849,—І,59,0.00011824026421688872
850,Ід,41,8.216696326936335e-05
851,Чі,1115,0.0022345405864717103
852,шд,21,4.208551777211293e-05
853,—О,141,0.0002825741907556154
854,вН,22,4.4089590046975456e-05
855,нб,73,0.000146297276064964
856,"є
",78,0.0001563176374392766
857,—Я,147,0.00029459862440479054
858,Ям,8,1.6032578198900164e-05
859,"
М",82,0.0001643339265387267
860,уТ,51,0.00010220768601798856
861,жж,15,3.006108412293781e-05
862,жщ,2,4.008144549725041e-06
863,ьї,33,6.613438507046319e-05
864,Си,81,0.00016232985426386417
865,уВ,52,0.00010421175829285107
866,уо,134,0.00026854568483157776
867,юХ,7,1.4028505924037644e-05
868,Ху,6,1.2024433649175124e-05
869,яП,60,0.00012024433649175123
870,иЗ,64,0.00012826062559120131
871,нм,24,4.8097734596700496e-05
872,рщ,47,9.419139691853848e-05
873,кй,32,6.413031279560066e-05
874,ящ,118,0.00023648052843377743
875,єч,11,2.2044795023487728e-05
876,йЗ,11,2.2044795023487728e-05
877,Зг,9,1.8036650473762684e-05
878,рю,134,0.00026854568483157776
879,ї—,25,5.010180687156301e-05
880,"
Ш",16,3.206515639780033e-05
881,Шв,21,4.208551777211293e-05
882,уП,68,0.0001362769146906514
883,—У,57,0.00011423211966716367
884,Уя,2,4.008144549725041e-06
885,—Щ,119,0.00023848460070863996
886,юм,49,9.819954146826351e-05
887,оЗ,29,5.81180959710131e-05
888,ющ,46,9.218732464367595e-05
889,—Т,413,0.000827681849518221
890,"
Р",34,6.81384573453257e-05
891,яМ,62,0.00012425248104147628
892,нл,14,2.805701184807529e-05
893,іС,38,7.615474644477578e-05
894,Со,53,0.00010621583056771359
895,уД,34,6.81384573453257e-05
896,Ду,36,7.214660189505074e-05
897,чч,29,5.81180959710131e-05
898,чю,11,2.2044795023487728e-05
899,Пр,197,0.00039480223814791657
900,—ш,35,7.014252962018822e-05
901,пч,79,0.00015832170971413913
902,нП,8,1.6032578198900164e-05
903,іН,41,8.216696326936335e-05
904,шщ,22,4.4089590046975456e-05
905,бя,55,0.00011022397511743864
906,"
I",3,6.012216824587562e-06
907,II,14,2.805701184807529e-05
908,IД,1,2.0040722748625205e-06
909,ДВ,1,2.0040722748625205e-06
910,ВУ,1,2.0040722748625205e-06
911,УЖ,1,2.0040722748625205e-06
912,ЖО,1,2.0040722748625205e-06
913,ОН,4,8.016289099450082e-06
914,"Н
",2,4.008144549725041e-06
915,"
Л",40,8.016289099450083e-05
916,Лі,9,1.8036650473762684e-05
917,тз,53,0.00010621583056771359
918,оР,13,2.6052939573212768e-05
919,оП,64,0.00012826062559120131
920,йВ,17,3.406922867266285e-05
921,Ви,107,0.0002144357334102897
922,рь,41,8.216696326936335e-05
923,хч,17,3.406922867266285e-05
924,тН,6,1.2024433649175124e-05
925,р—,67,0.00013427284241578888
926,тЧ,2,4.008144549725041e-06
927,кг,83,0.0001663379988135892
928,тю,107,0.0002144357334102897
929,юй,46,9.218732464367595e-05
930,Ск,81,0.00016232985426386417
931,б—,10,2.0040722748625208e-05
932,аА,70,0.00014028505924037644
933,вО,32,6.413031279560066e-05
934,йО,25,5.010180687156301e-05
935,Ок,18,3.607330094752537e-05
936,еН,34,6.81384573453257e-05
937,сз,33,6.613438507046319e-05
938,"к
",87,0.0001743542879130393
939,—З,85,0.00017034614336331426
940,Зд,36,7.214660189505074e-05
941,ьж,30,6.012216824587562e-05
942,—К,91,0.0001823705770124894
943,"д
",21,4.208551777211293e-05
944,еЛ,35,7.014252962018822e-05
945,Ли,26,5.2105879146425536e-05
946,Ад,56,0.00011222804739230115
947,жО,2,4.008144549725041e-06
948,—б,103,0.00020641944431083962
949,"ш
",47,9.419139691853848e-05
950,яК,31,6.212624052073814e-05
951,—Е,29,5.81180959710131e-05
952,Ее,4,8.016289099450082e-06
953,ее,15,3.006108412293781e-05
954,аЗ,31,6.212624052073814e-05
955,аУ,38,7.615474644477578e-05
956,Уж,47,9.419139691853848e-05
957,рА,4,8.016289099450082e-06
958,Ум,11,2.2044795023487728e-05
959,"р
",35,7.014252962018822e-05
960,Зо,24,4.8097734596700496e-05
961,яГ,35,7.014252962018822e-05
962,аС,61,0.00012224840876661375
963,иТ,145,0.0002905904798550655
964,Гр,301,0.0006032257547336187
965,чт,63,0.0001262565533163388
966,оу,85,0.00017034614336331426
967,кА,8,1.6032578198900164e-05
968,—В,73,0.000146297276064964
969,—г,137,0.00027455790165616535
970,мб,111,0.0002224520225097398
971,єю,56,0.00011222804739230115
972,шп,34,6.81384573453257e-05
973,оС,44,8.817918009395091e-05
974,їа,7,1.4028505924037644e-05
975,Ну,96,0.00019239093838680199
976,мП,30,6.012216824587562e-05
977,Ща,8,1.6032578198900164e-05
978,Аж,43,8.617510781908838e-05
979,кщ,67,0.00013427284241578888
980,Ти,141,0.0002825741907556154
981,вГ,77,0.0001543135651644141
982,уО,34,6.81384573453257e-05
983,—Г,89,0.00017836243246276433
984,Гл,44,8.817918009395091e-05
985,чя,35,7.014252962018822e-05
986,йТ,16,3.206515639780033e-05
987,їр,41,8.216696326936335e-05
988,іТ,58,0.0001162361919420262
989,тй,13,2.6052939573212768e-05
990,—Б,69,0.0001382809869655139
991,Бо,54,0.00010821990284257612
992,гй,9,1.8036650473762684e-05
993,Тр,50,0.00010020361374312603
994,ьГ,41,8.216696326936335e-05
995,уЧ,46,9.218732464367595e-05
996,бщ,14,2.805701184807529e-05
997,кІ,7,1.4028505924037644e-05
998,Іо,8,1.6032578198900164e-05
999,єп,65,0.00013026469786606384
1000,"
Ж",11,2.2044795023487728e-05
1001,Жі,18,3.607330094752537e-05
1002,йК,10,2.0040722748625208e-05
1003,ьТ,43,8.617510781908838e-05
1004,мО,9,1.8036650473762684e-05
1005,мХ,11,2.2044795023487728e-05
1006,Хр,181,0.00036273708175011625
1007,ья,89,0.00017836243246276433
1008,аД,57,0.00011423211966716367
1009,нУ,5,1.0020361374312604e-05
1010,Ті,80,0.00016032578198900166
1011,нд,122,0.0002444968175332275
1012,п—,10,2.0040722748625208e-05
1013,жб,36,7.214660189505074e-05
1014,ьє,2,4.008144549725041e-06
1015,шм,58,0.0001162361919420262
1016,ьц,58,0.0001162361919420262
1017,рр,19,3.807737322238789e-05
1018,бз,63,0.0001262565533163388
1019,Аб,30,6.012216824587562e-05
1020,є—,66,0.00013226877014092637
1021,уН,46,9.218732464367595e-05
1022,Гм,6,1.2024433649175124e-05
1023,мЩ,5,1.0020361374312604e-05
1024,рВ,3,6.012216824587562e-06
1025,Ва,102,0.0002044153720359771
1026,ьВ,22,4.4089590046975456e-05
1027,чб,52,0.00010421175829285107
1028,оТ,57,0.00011423211966716367
1029,ьО,27,5.410995142128806e-05
1030,яЯ,28,5.611402369615058e-05
1031,Яв,90,0.00018036650473762686
1032,Пи,9,1.8036650473762684e-05
1033,зй,32,6.413031279560066e-05
1034,й—,102,0.0002044153720359771
1035,йУ,6,1.2024433649175124e-05
1036,Ус,93,0.00018637872156221442
1037,єу,13,2.6052939573212768e-05
1038,єА,20,4.0081445497250416e-05
1039,яц,50,0.00010020361374312603
1040,кО,14,2.805701184807529e-05
1041,пМ,2,4.008144549725041e-06
1042,чХ,2,4.008144549725041e-06
1043,"щ
",3,6.012216824587562e-06
1044,"
А",71,0.00014228913151523897
1045,яО,34,6.81384573453257e-05
1046,еТ,43,8.617510781908838e-05
1047,чв,30,6.012216824587562e-05
1048,ьН,27,5.410995142128806e-05
1049,яш,46,9.218732464367595e-05
1050,іІ,20,4.0081445497250416e-05
1051,йі,46,9.218732464367595e-05
1052,їж,28,5.611402369615058e-05
1053,нр,32,6.413031279560066e-05
1054,вЯ,14,2.805701184807529e-05
1055,бм,49,9.819954146826351e-05
1056,"
К",26,5.2105879146425536e-05
1057,пх,9,1.8036650473762684e-05
1058,оМ,71,0.00014228913151523897
1059,іЖ,6,1.2024433649175124e-05
1060,Жу,3,6.012216824587562e-06
1061,їщ,21,4.208551777211293e-05
1062,жМ,1,2.0040722748625205e-06
1063,чх,8,1.6032578198900164e-05
1064,Іт,24,4.8097734596700496e-05
1065,Об,27,5.410995142128806e-05
1066,аМ,144,0.00028858640758020295
1067,бб,39,7.81588187196383e-05
1068,юг,105,0.00021042758886056468
1069,"
Т",111,0.0002224520225097398
1070,ьш,164,0.0003286678530774534
1071,цю,201,0.00040281852724736663
1072,зО,6,1.2024433649175124e-05
1073,Ор,40,8.016289099450083e-05
1074,иІ,44,8.817918009395091e-05
1075,Ін,33,6.613438507046319e-05
1076,—М,67,0.00013427284241578888
1077,єк,25,5.010180687156301e-05
1078,вС,22,4.4089590046975456e-05
1079,уі,43,8.617510781908838e-05
1080,еХ,23,4.609366232183797e-05
1081,Ля,8,1.6032578198900164e-05
1082,гя,2,4.008144549725041e-06
1083,юМ,18,3.607330094752537e-05
1084,иВ,56,0.00011222804739230115
1085,Оо,18,3.607330094752537e-05
1086,х—,82,0.0001643339265387267
1087,ци,54,0.00010821990284257612
1088,Ая,48,9.619546919340099e-05
1089,уМ,37,7.415067416991327e-05
1090,—Л,19,3.807737322238789e-05
1091,юТ,38,7.615474644477578e-05
1092,пз,4,8.016289099450082e-06
1093,іМ,52,0.00010421175829285107
1094,зД,6,1.2024433649175124e-05
1095,иє,29,5.81180959710131e-05
1096,пХ,1,2.0040722748625205e-06
1097,яЩ,11,2.2044795023487728e-05
1098,сж,3,6.012216824587562e-06
1099,оА,48,9.619546919340099e-05
1100,Ао,12,2.4048867298350248e-05
1101,їц,7,1.4028505924037644e-05
1102,ьД,16,3.206515639780033e-05
1103,Із,24,4.8097734596700496e-05
1104,жр,19,3.807737322238789e-05
1105,нг,33,6.613438507046319e-05
1106,оІ,25,5.010180687156301e-05
1107,Ія,11,2.2044795023487728e-05
1108,сй,5,1.0020361374312604e-05
1109,вЧ,181,0.00036273708175011625
1110,иА,107,0.0002144357334102897
1111,"ж
",8,1.6032578198900164e-05
1112,Ег,26,5.2105879146425536e-05
1113,жН,2,4.008144549725041e-06
1114,іВ,51,0.00010220768601798856
1115,—Ж,12,2.4048867298350248e-05
1116,йє,7,1.4028505924037644e-05
1117,Ам,38,7.615474644477578e-05
1118,рП,3,6.012216824587562e-06
1119,ню,151,0.0003026149135042406
1120,еМ,52,0.00010421175829285107
1121,Уч,8,1.6032578198900164e-05
1122,жя,28,5.611402369615058e-05
1123,оЛ,27,5.410995142128806e-05
1124,Ла,21,4.208551777211293e-05
1125,вП,81,0.00016232985426386417
1126,Ко,168,0.00033668414217690346
1127,бх,31,6.212624052073814e-05
1128,аІ,29,5.81180959710131e-05
1129,чм,17,3.406922867266285e-05
1130,вМ,64,0.00012826062559120131
1131,мН,18,3.607330094752537e-05
1132,юС,20,4.0081445497250416e-05
1133,оЧ,123,0.00024650088980809003
1134,Ун,18,3.607330094752537e-05
1135,їС,5,1.0020361374312604e-05
1136,Се,88,0.00017635836018790182
1137,ВО,6,1.2024433649175124e-05
1138,яу,56,0.00011222804739230115
1139,жц,19,3.807737322238789e-05
1140,Ой,28,5.611402369615058e-05
1141,бй,20,4.0081445497250416e-05
1142,уГ,51,0.00010220768601798856
1143,яі,40,8.016289099450083e-05
1144,Те,54,0.00010821990284257612
1145,єл,10,2.0040722748625208e-05
1146,їо,41,8.216696326936335e-05
1147,мВ,18,3.607330094752537e-05
1148,їі,8,1.6032578198900164e-05
1149,иГ,54,0.00010821990284257612
1150,Гі,4,8.016289099450082e-06
1151,хІ,4,8.016289099450082e-06
1152,тщ,21,4.208551777211293e-05
1153,Іс,24,4.8097734596700496e-05
1154,зї,46,9.218732464367595e-05
1155,мС,14,2.805701184807529e-05
1156,їГ,7,1.4028505924037644e-05
1157,юУ,8,1.6032578198900164e-05
1158,іЗ,16,3.206515639780033e-05
1159,За,205,0.00041083481634681676
1160,иЖ,7,1.4028505924037644e-05
1161,мй,23,4.609366232183797e-05
1162,хе,41,8.216696326936335e-05
1163,еС,27,5.410995142128806e-05
1164,чщ,12,2.4048867298350248e-05
1165,Су,25,5.010180687156301e-05
1166,уа,102,0.0002044153720359771
1167,нХ,7,1.4028505924037644e-05
1168,щз,1,2.0040722748625205e-06
1169,зХ,7,1.4028505924037644e-05
1170,яХ,35,7.014252962018822e-05
1171,пт,52,0.00010421175829285107
1172,єМ,45,9.018325236881343e-05
1173,юі,15,3.006108412293781e-05
1174,іі,37,7.415067416991327e-05
1175,мї,14,2.805701184807529e-05
1176,оВ,62,0.00012425248104147628
1177,ює,30,6.012216824587562e-05
1178,Св,25,5.010180687156301e-05
1179,ьХ,18,3.607330094752537e-05
1180,зП,19,3.807737322238789e-05
1181,иЯ,45,9.018325236881343e-05
1182,щХ,2,4.008144549725041e-06
1183,хб,57,0.00011423211966716367
1184,Іб,3,6.012216824587562e-06
1185,Ге,81,0.00016232985426386417
1186,Це,42,8.417103554422587e-05
1187,кх,56,0.00011222804739230115
1188,кц,14,2.805701184807529e-05
1189,цо,30,6.012216824587562e-05
1190,шА,11,2.2044795023487728e-05
1191,щн,5,1.0020361374312604e-05
1192,нВ,5,1.0020361374312604e-05
1193,"х
",48,9.619546919340099e-05
1194,уЩ,10,2.0040722748625208e-05
1195,рй,9,1.8036650473762684e-05
1196,иК,36,7.214660189505074e-05
1197,Ки,26,5.2105879146425536e-05
1198,оЯ,25,5.010180687156301e-05
1199,іУ,16,3.206515639780033e-05
1200,сщ,5,1.0020361374312604e-05
1201,уЗ,22,4.4089590046975456e-05
1202,бп,58,0.0001162361919420262
1203,зВ,3,6.012216824587562e-06
1204,кР,3,6.012216824587562e-06
1205,иМ,76,0.00015230949288955157
1206,иЩ,38,7.615474644477578e-05
1207,ьУ,18,3.607330094752537e-05
1208,—Є,3,6.012216824587562e-06
1209,Єн,1,2.0040722748625205e-06
1210,л—,11,2.2044795023487728e-05
1211,еВ,30,6.012216824587562e-05
1212,АК,5,1.0020361374312604e-05
1213,оК,23,4.609366232183797e-05
1214,Кн,2,4.008144549725041e-06
1215,—ц,18,3.607330094752537e-05
1216,йе,5,1.0020361374312604e-05
1217,сч,8,1.6032578198900164e-05
1218,еЩ,10,2.0040722748625208e-05
1219,Вж,3,6.012216824587562e-06
1220,хВ,7,1.4028505924037644e-05
1221,Вс,33,6.613438507046319e-05
1222,хМ,9,1.8036650473762684e-05
1223,юш,36,7.214660189505074e-05
1224,іЯ,25,5.010180687156301e-05
1225,"
Б",19,3.807737322238789e-05
1226,тц,60,0.00012024433649175123
1227,Ох,14,2.805701184807529e-05
1228,ІІ,3,6.012216824587562e-06
1229,ДИ,1,2.0040722748625205e-06
1230,ИТ,2,4.008144549725041e-06
1231,ТЯ,3,6.012216824587562e-06
1232,ЯЧ,2,4.008144549725041e-06
1233,ЧІ,1,2.0040722748625205e-06
1234,ІЛ,2,4.008144549725041e-06
1235,ЛІ,5,1.0020361374312604e-05
1236,ІТ,1,2.0040722748625205e-06
1237,ТА,10,2.0040722748625208e-05
1238,цу,24,4.8097734596700496e-05
1239,єя,21,4.208551777211293e-05
1240,еБ,9,1.8036650473762684e-05
1241,ьа,74,0.00014830134833982654
1242,Мі,14,2.805701184807529e-05
1243,иЛ,25,5.010180687156301e-05
1244,Пу,13,2.6052939573212768e-05
1245,пп,7,1.4028505924037644e-05
1246,ьС,48,9.619546919340099e-05
1247,щт,4,8.016289099450082e-06
1248,бш,18,3.607330094752537e-05
1249,єІ,6,1.2024433649175124e-05
1250,чп,45,9.018325236881343e-05
1251,иБ,28,5.611402369615058e-05
1252,Бі,14,2.805701184807529e-05
1253,мМ,12,2.4048867298350248e-05
1254,єж,12,2.4048867298350248e-05
1255,иУ,41,8.216696326936335e-05
1256,УП,4,8.016289099450082e-06
1257,іБ,19,3.807737322238789e-05
1258,"
Щ",16,3.206515639780033e-05
1259,ьМ,32,6.413031279560066e-05
1260,еП,35,7.014252962018822e-05
1261,єо,32,6.413031279560066e-05
1262,бє,20,4.0081445497250416e-05
1263,Др,21,4.208551777211293e-05
1264,їю,2,4.008144549725041e-06
1265,єО,15,3.006108412293781e-05
1266,зш,27,5.410995142128806e-05
1267,єа,22,4.4089590046975456e-05
1268,АО,2,4.008144549725041e-06
1269,Ай,9,1.8036650473762684e-05
1270,еД,18,3.607330094752537e-05
1271,иґ,5,1.0020361374312604e-05
1272,ґа,2,4.008144549725041e-06
1273,шй,2,4.008144549725041e-06
1274,йЧ,39,7.81588187196383e-05
1275,ьЧ,49,9.819954146826351e-05
1276,сб,23,4.609366232183797e-05
1277,—ж,44,8.817918009395091e-05
1278,шц,16,3.206515639780033e-05
1279,Аі,3,6.012216824587562e-06
1280,уЄ,1,2.0040722748625205e-06
1281,Єз,1,2.0040722748625205e-06
1282,Іц,1,2.0040722748625205e-06
1283,сЧ,10,2.0040722748625208e-05
1284,єЗ,4,8.016289099450082e-06
1285,бю,23,4.609366232183797e-05
1286,Ас,37,7.415067416991327e-05
1287,кЯ,5,1.0020361374312604e-05
1288,еЧ,69,0.0001382809869655139
1289,ьЗ,15,3.006108412293781e-05
1290,Зл,13,2.6052939573212768e-05
1291,хЧ,10,2.0040722748625208e-05
1292,йц,31,6.212624052073814e-05
1293,"
У",53,0.00010621583056771359
1294,гт,37,7.415067416991327e-05
1295,Ре,10,2.0040722748625208e-05
1296,Бр,22,4.4089590046975456e-05
1297,Ах,28,5.611402369615058e-05
1298,"
З",58,0.0001162361919420262
1299,йП,20,4.0081445497250416e-05
1300,Бе,17,3.406922867266285e-05
1301,оБ,20,4.0081445497250416e-05
1302,Ут,19,3.807737322238789e-05
1303,юЩ,5,1.0020361374312604e-05
1304,Іч,12,2.4048867298350248e-05
1305,еІ,12,2.4048867298350248e-05
1306,Вк,7,1.4028505924037644e-05
1307,уК,29,5.81180959710131e-05
1308,яВ,40,8.016289099450083e-05
1309,зц,35,7.014252962018822e-05
1310,ьІ,19,3.807737322238789e-05
1311,єщ,32,6.413031279560066e-05
1312,ьА,53,0.00010621583056771359
1313,тг,9,1.8036650473762684e-05
1314,Іп,24,4.8097734596700496e-05
1315,єЧ,49,9.819954146826351e-05
1316,гї,1,2.0040722748625205e-06
1317,Ір,9,1.8036650473762684e-05
1318,єб,29,5.81180959710131e-05
1319,хС,5,1.0020361374312604e-05
1320,Ак,38,7.615474644477578e-05
1321,юГ,18,3.607330094752537e-05
1322,уЯ,32,6.413031279560066e-05
1323,нй,8,1.6032578198900164e-05
1324,мІ,13,2.6052939573212768e-05
1325,кш,20,4.0081445497250416e-05
1326,шя,13,2.6052939573212768e-05
1327,шН,8,1.6032578198900164e-05
1328,Ян,11,2.2044795023487728e-05
1329,Лю,38,7.615474644477578e-05
1330,кМ,15,3.006108412293781e-05
1331,вБ,11,2.2044795023487728e-05
1332,їш,13,2.6052939573212768e-05
1333,АЧ,23,4.609366232183797e-05
1334,зЧ,14,2.805701184807529e-05
1335,зщ,3,6.012216824587562e-06
1336,яУ,26,5.2105879146425536e-05
1337,Ук,16,3.206515639780033e-05
1338,лт,25,5.010180687156301e-05
1339,ж—,17,3.406922867266285e-05
1340,яД,31,6.212624052073814e-05
1341,Ім,8,1.6032578198900164e-05
1342,гб,9,1.8036650473762684e-05
1343,гБ,1,2.0040722748625205e-06
1344,г—,5,1.0020361374312604e-05
1345,Іл,8,1.6032578198900164e-05
1346,ію,80,0.00016032578198900166
1347,гВ,1,2.0040722748625205e-06
1348,йБ,4,8.016289099450082e-06
1349,дй,38,7.615474644477578e-05
1350,йШ,6,1.2024433649175124e-05
1351,Шл,2,4.008144549725041e-06
1352,еЯ,23,4.609366232183797e-05
1353,Яб,17,3.406922867266285e-05
1354,гп,22,4.4089590046975456e-05
1355,хщ,19,3.807737322238789e-05
1356,тб,43,8.617510781908838e-05
1357,бв,60,0.00012024433649175123
1358,шТ,8,1.6032578198900164e-05
1359,Ра,42,8.417103554422587e-05
1360,уї,38,7.615474644477578e-05
1361,Вз,3,6.012216824587562e-06
1362,єц,10,2.0040722748625208e-05
1363,єГ,15,3.006108412293781e-05
1364,Сі,20,4.0081445497250416e-05
1365,—ї,5,1.0020361374312604e-05
1366,Зї,1,2.0040722748625205e-06
1367,Хл,20,4.0081445497250416e-05
1368,дО,2,4.008144549725041e-06
1369,Ії,1,2.0040722748625205e-06
1370,яЗ,24,4.8097734596700496e-05
1371,Ац,15,3.006108412293781e-05
1372,Оч,16,3.206515639780033e-05
1373,Ух,20,4.0081445497250416e-05
1374,Зи,2,4.008144549725041e-06
1375,См,12,2.4048867298350248e-05
1376,ЯЩ,1,2.0040722748625205e-06
1377,бї,13,2.6052939573212768e-05
1378,Зв,23,4.609366232183797e-05
1379,яЦ,1,2.0040722748625205e-06
1380,Ці,16,3.206515639780033e-05
1381,жй,23,4.609366232183797e-05
1382,їВ,4,8.016289099450082e-06
1383,їТ,6,1.2024433649175124e-05
1384,їє,1,2.0040722748625205e-06
1385,Ан,45,9.018325236881343e-05
1386,іЛ,13,2.6052939573212768e-05
1387,нш,57,0.00011423211966716367
1388,вє,5,1.0020361374312604e-05
1389,йЩ,5,1.0020361374312604e-05
1390,зМ,23,4.609366232183797e-05
1391,IV,2,4.008144549725041e-06
1392,"V
",5,1.0020361374312604e-05
1393,ЖИ,2,4.008144549725041e-06
1394,ИВ,3,6.012216824587562e-06
1395,ВЖ,1,2.0040722748625205e-06
1396,"В
",1,2.0040722748625205e-06
1397,мА,9,1.8036650473762684e-05
1398,еР,6,1.2024433649175124e-05
1399,йй,30,6.012216824587562e-05
1400,уБ,13,2.6052939573212768e-05
1401,тВ,8,1.6032578198900164e-05
1402,мЧ,16,3.206515639780033e-05
1403,чз,31,6.212624052073814e-05
1404,йЯ,17,3.406922867266285e-05
1405,юю,10,2.0040722748625208e-05
1406,кБ,3,6.012216824587562e-06
1407,їО,1,2.0040722748625205e-06
1408,єП,21,4.208551777211293e-05
1409,вР,3,6.012216824587562e-06
1410,аЯ,50,0.00010020361374312603
1411,гж,2,4.008144549725041e-06
1412,бЧ,3,6.012216824587562e-06
1413,дУ,7,1.4028505924037644e-05
1414,Ул,55,0.00011022397511743864
1415,"ч
",13,2.6052939573212768e-05
1416,аЛ,26,5.2105879146425536e-05
1417,зУ,2,4.008144549725041e-06
1418,І—,1,2.0040722748625205e-06
1419,уР,7,1.4028505924037644e-05
1420,Уд,11,2.2044795023487728e-05
1421,ч—,37,7.415067416991327e-05
1422,"
Г",102,0.0002044153720359771
1423,чц,23,4.609366232183797e-05
1424,йГ,19,3.807737322238789e-05
1425,Сн,4,8.016289099450082e-06
1426,ию,17,3.406922867266285e-05
1427,юЯ,15,3.006108412293781e-05
1428,рз,61,0.00012224840876661375
1429,аґ,2,4.008144549725041e-06
1430,ґе,3,6.012216824587562e-06
1431,Аг,27,5.410995142128806e-05
1432,мБ,3,6.012216824587562e-06
1433,Бл,8,1.6032578198900164e-05
1434,ьЛ,12,2.4048867298350248e-05
1435,уХ,29,5.81180959710131e-05
1436,бч,18,3.607330094752537e-05
1437,єЩ,2,4.008144549725041e-06
1438,єЙ,1,2.0040722748625205e-06
1439,Чв,1,2.0040722748625205e-06
1440,нЛ,1,2.0040722748625205e-06
1441,мД,11,2.2044795023487728e-05
1442,юП,23,4.609366232183797e-05
1443,"г
",11,2.2044795023487728e-05
1444,Ди,26,5.2105879146425536e-05
1445,ьБ,9,1.8036650473762684e-05
1446,нє,34,6.81384573453257e-05
1447,дТ,2,4.008144549725041e-06
1448,єН,12,2.4048867298350248e-05
1449,їя,18,3.607330094752537e-05
1450,хУ,2,4.008144549725041e-06
1451,еГ,46,9.218732464367595e-05
1452,чУ,1,2.0040722748625205e-06
1453,Уб,7,1.4028505924037644e-05
1454,аР,12,2.4048867298350248e-05
1455,Рі,6,1.2024433649175124e-05
1456,мГ,23,4.609366232183797e-05
1457,дІ,1,2.0040722748625205e-06
1458,йА,17,3.406922867266285e-05
1459,АГ,6,1.2024433649175124e-05
1460,чЯ,1,2.0040722748625205e-06
1461,Яй,9,1.8036650473762684e-05
1462,дш,54,0.00010821990284257612
1463,ІЧ,4,8.016289099450082e-06
1464,"т
",18,3.607330094752537e-05
1465,ДІ,2,4.008144549725041e-06
1466,ІД,2,4.008144549725041e-06
1467,ДУ,1,2.0040722748625205e-06
1468,Уо,1,2.0040722748625205e-06
1469,юц,10,2.0040722748625208e-05
1470,пг,2,4.008144549725041e-06
1471,хТ,11,2.2044795023487728e-05
1472,дД,6,1.2024433649175124e-05
1473,йД,17,3.406922867266285e-05
1474,рг,49,9.819954146826351e-05
1475,еє,21,4.208551777211293e-05
1476,гС,1,2.0040722748625205e-06
1477,"
Х",35,7.014252962018822e-05
1478,тУ,3,6.012216824587562e-06
1479,"з
",9,1.8036650473762684e-05
1480,Аа,6,1.2024433649175124e-05
1481,вВ,28,5.611402369615058e-05
1482,Гу,28,5.611402369615058e-05
1483,тє,8,1.6032578198900164e-05
1484,єі,13,2.6052939573212768e-05
1485,чС,2,4.008144549725041e-06
1486,жч,87,0.0001743542879130393
1487,жГ,6,1.2024433649175124e-05
1488,зЛ,6,1.2024433649175124e-05
1489,"
V",4,8.016289099450082e-06
1490,АЙ,3,6.012216824587562e-06
1491,ЙН,2,4.008144549725041e-06
1492,А—,2,4.008144549725041e-06
1493,НЕ,9,1.8036650473762684e-05
1494,ЕВ,3,6.012216824587562e-06
1495,ВТ,1,2.0040722748625205e-06
1496,мР,2,4.008144549725041e-06
1497,іД,23,4.609366232183797e-05
1498,іШ,6,1.2024433649175124e-05
1499,Ша,60,0.00012024433649175123
1500,щу,39,7.81588187196383e-05
1501,чр,5,1.0020361374312604e-05
1502,єУ,13,2.6052939573212768e-05
1503,кУ,6,1.2024433649175124e-05
1504,пш,15,3.006108412293781e-05
1505,Ік,4,8.016289099450082e-06
1506,Жи,36,7.214660189505074e-05
1507,аЙ,5,1.0020361374312604e-05
1508,тБ,2,4.008144549725041e-06
1509,пд,1,2.0040722748625205e-06
1510,еЙ,1,2.0040722748625205e-06
1511,лч,3,6.012216824587562e-06
1512,вІ,12,2.4048867298350248e-05
1513,чй,1,2.0040722748625205e-06
