,Trigram,Count,Frequency
2930,а—м,12,2.404891549411503e-05
2931,—мо,47,9.419158568528386e-05
2932,овб,43,8.617528052057886e-05
2933,вби,47,9.419158568528386e-05
2934,бип,20,4.008152582352505e-05
2935,ипе,73,0.00014629756925586644
2936,увч,12,2.404891549411503e-05
2937,вче,13,2.6052991785291284e-05
2938,рез,135,0.0002705502993087941
2939,езг,32,6.413044131764008e-05
2940,руУ,2,4.008152582352505e-06
2941,уУв,2,4.008152582352505e-06
2942,Уву,1,2.0040762911762524e-06
2943,вух,35,7.014267019116883e-05
2944,хах,21,4.20856021147013e-05
2945,ахй,2,4.008152582352505e-06
2946,хйо,4,8.01630516470501e-06
2947,гощ,73,0.00014629756925586644
2948,още,54,0.00010822011972351763
2949,щев,30,6.0122288735287576e-05
2950,евч,9,1.8036686620586273e-05
2951,вчу,17,3.406929694999629e-05
2952,сяї,32,6.413044131764008e-05
2953,яїї,10,2.0040762911762526e-05
2954,їїг,10,2.0040762911762526e-05
2955,їго,24,4.809783098823006e-05
2956,ссв,3,6.012228873528758e-06
2957,жий,24,4.809783098823006e-05
2958,ийї,4,8.01630516470501e-06
2959,йїї,9,1.8036686620586273e-05
2960,їїс,25,5.0101907279406314e-05
2961,їсм,6,1.2024457747057515e-05
2962,хмо,11,2.2044839202938777e-05
2963,адз,15,3.0061144367643788e-05
2964,йпе,33,6.613451760881634e-05
2965,мая,13,2.6052991785291284e-05
2966,тап,187,0.0003747622664499592
2967,рич,131,0.00026253399414408906
2968,уда,59,0.00011824050117939889
2969,дам,76,0.0001523097981293952
2970,лаї,46,9.218750939410761e-05
2971,їїп,29,5.811821244411132e-05
2972,їпо,43,8.617528052057886e-05
2973,тьм,112,0.00022445654461174027
2974,ьме,52,0.00010421196714116514
2975,ажв,17,3.406929694999629e-05
2976,вай,122,0.0002444973075235028
2977,муу,5,1.0020381455881263e-05
2978,уус,8,1.603261032941002e-05
2979,їїл,4,8.01630516470501e-06
2980,їли,23,4.609375469705381e-05
2981,коб,49,9.819973826763637e-05
2982,лор,27,5.4110059861758815e-05
2983,езя,3,6.012228873528758e-06
2984,зяс,1,2.0040762911762524e-06
2985,зчо,19,3.80774495323488e-05
2986,ибр,52,0.00010421196714116514
2987,миу,22,4.4089678405877553e-05
2988,иус,21,4.20856021147013e-05
2989,азз,28,5.611413615293507e-05
2990,ззе,29,5.811821244411132e-05
2991,ено,136,0.00027255437559997034
2992,тко,59,0.00011824050117939889
2993,оюз,52,0.00010421196714116514
2994,юзч,2,4.008152582352505e-06
2995,цею,36,7.214674648234509e-05
2996,еюп,9,1.8036686620586273e-05
2997,юпр,44,8.817935681175511e-05
2998,идж,8,1.603261032941002e-05
2999,джу,35,7.014267019116883e-05
3000,жув,38,7.61548990646976e-05
3001,сьй,15,3.0061144367643788e-05
3002,ьйо,51,0.00010220789084998888
3003,муя,21,4.20856021147013e-05
3004,якж,23,4.609375469705381e-05
3005,ваЩ,1,2.0040762911762524e-06
3006,аЩо,11,2.2044839202938777e-05
3007,Щоц,26,5.210598357058257e-05
3008,оце,130,0.0002605299178529128
3009,н—Ч,2,4.008152582352505e-06
3010,—Чи,48,9.619566197646012e-05
3011,Чис,7,1.4028534038233767e-05
3012,исп,85,0.00017034648474998146
3013,діч,9,1.8036686620586273e-05
3014,ічи,31,6.212636502646383e-05
3015,чив,230,0.00046093754697053806
3016,вва,15,3.0061144367643788e-05
3017,важ,123,0.00024650138381467903
3018,сяІ,14,2.8057068076467534e-05
3019,яІв,8,1.603261032941002e-05
3020,Іві,8,1.603261032941002e-05
3021,ляб,13,2.6052991785291284e-05
3022,ябц,1,2.0040762911762524e-06
3023,цеч,6,1.2024457747057515e-05
3024,мос,202,0.000404823410817603
3025,оск,271,0.0005431046749087644
3026,наТ,18,3.6073373241172546e-05
3027,акж,30,6.0122288735287576e-05
3028,кже,62,0.00012425273005292766
3029,жек,28,5.611413615293507e-05
3030,ека,78,0.0001563179507117477
3031,лиу,23,4.609375469705381e-05
3032,иум,4,8.01630516470501e-06
3033,аля,231,0.00046294162326171435
3034,авм,36,7.214674648234509e-05
3035,вме,50,0.00010020381455881263
3036,мер,156,0.0003126359014234954
3037,ерл,53,0.00010621604343234138
3038,рла,25,5.0101907279406314e-05
3039,лаг,119,0.00023848507864997404
3040,агм,1,2.0040762911762524e-06
3041,гмм,1,2.0040762911762524e-06
3042,вба,34,6.813859389999258e-05
3043,бач,289,0.000579178048149937
3044,ачс,5,1.0020381455881263e-05
3045,чся,3,6.012228873528758e-06
3046,аху,70,0.00014028534038233766
3047,гой,83,0.00016633833216762897
3048,ойн,55,0.00011022419601469389
3049,має,160,0.0003206522065882004
3050,аєХ,4,8.01630516470501e-06
3051,єХі,1,2.0040762911762524e-06
3052,баХ,4,8.01630516470501e-06
3053,аХо,7,1.4028534038233767e-05
3054,Хом,6,1.2024457747057515e-05
3055,оме,94,0.00018838317137056772
3056,енк,82,0.0001643342558764527
3057,ебл,35,7.014267019116883e-05
3058,зий,7,1.4028534038233767e-05
3059,одХ,2,4.008152582352505e-06
3060,дХо,2,4.008152582352505e-06
3061,дит,471,0.000943919933144015
3062,ите,127,0.00025451768897938407
3063,пат,54,0.00010822011972351763
3064,сяА,33,6.613451760881634e-05
3065,яАв,6,1.2024457747057515e-05
3066,Ави,9,1.8036686620586273e-05
3067,идн,108,0.00021644023944703526
3068,—ху,3,6.012228873528758e-06
3069,уті,72,0.00014429349296469018
3070,тір,102,0.00020441578169997775
3071,ірс,13,2.6052991785291284e-05
3072,рсь,28,5.611413615293507e-05
3073,рім,41,8.216712793822635e-05
3074,ожо,21,4.20856021147013e-05
3075,гоО,10,2.0040762911762526e-05
3076,жей,114,0.0002284646971940928
3077,ейн,55,0.00011022419601469389
3078,нуя,11,2.2044839202938777e-05
3079,уяз,1,2.0040762911762524e-06
3080,зна,524,0.0010501359765763562
3081,наю,98,0.00019639947653527274
3082,аю—,27,5.4110059861758815e-05
3083,ю—п,13,2.6052991785291284e-05
3084,нет,240,0.0004809783098823006
3085,епі,81,0.00016233017958527644
3086,дез,19,3.80774495323488e-05
3087,апя,19,3.80774495323488e-05
3088,пят,72,0.00014429349296469018
3089,ьве,19,3.80774495323488e-05
3090,рст,51,0.00010220789084998888
3091,одс,49,9.819973826763637e-05
3092,лаЧ,23,4.609375469705381e-05
3093,аЧи,14,2.8057068076467534e-05
3094,Чия,7,1.4028534038233767e-05
3095,ияб,7,1.4028534038233767e-05
3096,ябж,1,2.0040762911762524e-06
3097,бже,7,1.4028534038233767e-05
3098,жец,7,1.4028534038233767e-05
3099,еце,19,3.80774495323488e-05
3100,"це
",13,2.6052991785291284e-05
3101,Нер,14,2.8057068076467534e-05
3102,звя,27,5.4110059861758815e-05
3103,вяз,47,9.419158568528386e-05
3104,сьз,147,0.0002945992148029091
3105,ьзт,15,3.0061144367643788e-05
3106,зта,38,7.61548990646976e-05
3107,оюд,53,0.00010621604343234138
3108,юду,20,4.008152582352505e-05
3109,юві,14,2.8057068076467534e-05
3110,нви,23,4.609375469705381e-05
3111,к—п,15,3.0061144367643788e-05
3112,куд,152,0.0003046195962587904
3113,ипі,99,0.000198403552826449
3114,ішл,90,0.00018036686620586273
3115,наБ,5,1.0020381455881263e-05
3116,аБу,5,1.0020381455881263e-05
3117,Бул,15,3.0061144367643788e-05
3118,вже,308,0.0006172554976822857
3119,піз,36,7.214674648234509e-05
3120,ноД,4,8.01630516470501e-06
3121,оДі,6,1.2024457747057515e-05
3122,нин,77,0.00015431387442057143
3123,о—т,28,5.611413615293507e-05
3124,лит,273,0.000547112827491117
3125,амт,44,8.817935681175511e-05
3126,мто,40,8.01630516470501e-05
3127,моб,33,6.613451760881634e-05
3128,обл,124,0.0002485054601058553
3129,бло,10,2.0040762911762526e-05
3130,мих,31,6.212636502646383e-05
3131,іса,40,8.01630516470501e-05
3132,сад,52,0.00010421196714116514
3133,дия,10,2.0040762911762526e-05
3134,ікв,6,1.2024457747057515e-05
3135,ітн,60,0.00012024457747057515
3136,тни,62,0.00012425273005292766
3137,ики,133,0.0002665421467264416
3138,киа,23,4.609375469705381e-05
3139,иам,8,1.603261032941002e-05
3140,оюл,18,3.6073373241172546e-05
3141,юли,3,6.012228873528758e-06
3142,ств,225,0.00045091716551465684
3143,тво,234,0.0004689538521352431
3144,юви,24,4.809783098823006e-05
3145,шня,161,0.00032265628287937666
3146,няк,36,7.214674648234509e-05
3147,угр,24,4.809783098823006e-05
3148,ушс,1,2.0040762911762524e-06
3149,шсл,4,8.01630516470501e-06
3150,сли,68,0.00013627718779998517
3151,ивт,82,0.0001643342558764527
3152,тая,43,8.617528052057886e-05
3153,аяб,7,1.4028534038233767e-05
3154,унь,12,2.404891549411503e-05
3155,ньб,19,3.80774495323488e-05
3156,ьбі,12,2.404891549411503e-05
3157,ліл,39,7.815897535587385e-05
3158,хат,580,0.0011623642488822264
3159,киП,22,4.4089678405877553e-05
3160,иПа,11,2.2044839202938777e-05
3161,мил,79,0.00015832202700292395
3162,илу,59,0.00011824050117939889
3163,лув,43,8.617528052057886e-05
3164,оюо,20,4.008152582352505e-05
3165,юок,2,4.008152582352505e-06
3166,ціз,46,9.218750939410761e-05
3167,инх,4,8.01630516470501e-06
3168,нху,1,2.0040762911762524e-06
3169,ірн,37,7.415082277352134e-05
3170,риг,65,0.0001302649589264564
3171,авх,57,0.0001142323485970464
3172,вха,120,0.0002404891549411503
3173,їні,7,1.4028534038233767e-05
3174,івї,8,1.603261032941002e-05
3175,вїх,25,5.0101907279406314e-05
3176,їхп,26,5.210598357058257e-05
3177,хпе,17,3.406929694999629e-05
3178,ебр,47,9.419158568528386e-05
3179,вуп,95,0.00019038724766174398
3180,упа,121,0.00024249323123232656
3181,пам,37,7.415082277352134e-05
3182,амя,54,0.00010822011972351763
3183,мят,36,7.214674648234509e-05
3184,яті,65,0.0001302649589264564
3185,тії,4,8.01630516470501e-06
3186,іїх,12,2.404891549411503e-05
3187,їхд,34,6.813859389999258e-05
3188,хдо,24,4.809783098823006e-05
3189,тер,237,0.00047496608100877185
3190,ряю,3,6.012228873528758e-06
3191,дог,95,0.00019038724766174398
3192,ога,176,0.00035271742724702043
3193,адк,48,9.619566197646012e-05
3194,ахі,29,5.811821244411132e-05
3195,хіп,7,1.4028534038233767e-05
3196,ад—,3,6.012228873528758e-06
3197,д—д,1,2.0040762911762524e-06
3198,—до,53,0.00010621604343234138
3199,"му
",37,7.415082277352134e-05
3200,овв,33,6.613451760881634e-05
3201,інт,65,0.0001302649589264564
3202,нта,45,9.018343310293137e-05
3203,оюж,15,3.0061144367643788e-05
3204,южт,1,2.0040762911762524e-06
3205,хою,21,4.20856021147013e-05
3206,оюх,23,4.609375469705381e-05
3207,юхо,12,2.404891549411503e-05
3208,які,96,0.00019239132395292024
3209,ісю,4,8.01630516470501e-06
3210,диа,10,2.0040762911762526e-05
3211,жещ,18,3.6073373241172546e-05
3212,щей,46,9.218750939410761e-05
3213,ейт,35,7.014267019116883e-05
3214,йти,66,0.00013226903521763267
3215,ихш,7,1.4028534038233767e-05
3216,хшо,1,2.0040762911762524e-06
3217,шою,11,2.2044839202938777e-05
3218,ю—т,16,3.206522065882004e-05
3219,сед,25,5.0101907279406314e-05
3220,авт,150,0.0003006114436764379
3221,авА,7,1.4028534038233767e-05
3222,вАв,4,8.01630516470501e-06
3223,Авс,12,2.404891549411503e-05
3224,ці—,43,8.617528052057886e-05
3225,н—п,6,1.2024457747057515e-05
3226,кид,175,0.0003507133509558442
3227,ида,220,0.00044089678405877556
3228,сьщ,32,6.413044131764008e-05
3229,ьщо,72,0.00014429349296469018
3230,меч,4,8.01630516470501e-06
3231,дне,73,0.00014629756925586644
3232,неі,4,8.01630516470501e-06
3233,еів,2,4.008152582352505e-06
3234,ажк,77,0.00015431387442057143
3235,жко,87,0.00017435463733233398
3236,егк,31,6.212636502646383e-05
3237,гко,31,6.212636502646383e-05
3238,коі,8,1.603261032941002e-05
3239,оіс,5,1.0020381455881263e-05
3240,ісу,34,6.813859389999258e-05
3241,сум,88,0.00017635871362351021
3242,умн,77,0.00015431387442057143
3243,мно,114,0.0002284646971940928
3244,лоі,11,2.2044839202938777e-05
3245,оіх,2,4.008152582352505e-06
3246,іхо,47,9.419158568528386e-05
3247,хоч,325,0.0006513247946322821
3248,ясп,18,3.6073373241172546e-05
3249,ват,370,0.0007415082277352134
3250,ийх,38,7.61548990646976e-05
3251,йхо,32,6.413044131764008e-05
3252,япл,12,2.404891549411503e-05
3253,пла,209,0.0004188519448558368
3254,тиС,23,4.609375469705381e-05
3255,иСл,6,1.2024457747057515e-05
3256,Сль,5,1.0020381455881263e-05
3257,ьоз,80,0.0001603261032941002
3258,елл,3,6.012228873528758e-06
3259,ллю,10,2.0040762911762526e-05
3260,лют,29,5.811821244411132e-05
3261,сяа,58,0.00011623642488822264
3262,яав,12,2.404891549411503e-05
3263,авг,58,0.00011623642488822264
3264,оср,3,6.012228873528758e-06
3265,срв,1,2.0040762911762524e-06
3266,рве,18,3.6073373241172546e-05
3267,вет,34,6.813859389999258e-05
3268,спо,213,0.00042686825002054177
3269,йсу,12,2.404891549411503e-05
3270,ійм,52,0.00010421196714116514
3271,йма,106,0.00021243208686468277
3272,аєг,14,2.8057068076467534e-05
3273,єго,10,2.0040762911762526e-05
3274,уду,100,0.00020040762911762526
3275,нит,105,0.0002104280105735065
3276,ніг,81,0.00016233017958527644
3277,ігд,28,5.611413615293507e-05
3278,защ,35,7.014267019116883e-05
3279,ащо,242,0.00048498646246465313
3280,епи,73,0.00014629756925586644
3281,я—т,37,7.415082277352134e-05
3282,кіг,15,3.0061144367643788e-05
3283,ган,99,0.000198403552826449
3284,няє,18,3.6073373241172546e-05
3285,яєз,6,1.2024457747057515e-05
3286,єза,20,4.008152582352505e-05
3287,оюА,16,3.206522065882004e-05
3288,юАп,2,4.008152582352505e-06
3289,Апе,2,4.008152582352505e-06
3290,а—з,27,5.4110059861758815e-05
3291,—зе,6,1.2024457747057515e-05
3292,цяз,21,4.20856021147013e-05
3293,йзу,3,6.012228873528758e-06
3294,ядч,3,6.012228873528758e-06
3295,дче,5,1.0020381455881263e-05
3296,нія,58,0.00011623642488822264
3297,якк,59,0.00011824050117939889
3298,кка,22,4.4089678405877553e-05
3299,арм,32,6.413044131764008e-05
3300,рма,49,9.819973826763637e-05
3301,ази,93,0.0001863790950793915
3302,азк,29,5.811821244411132e-05
3303,зко,64,0.00012826088263528015
3304,кот,273,0.000547112827491117
3305,рих,91,0.00018237094249703897
3306,ихв,42,8.41712042294026e-05
3307,аєр,12,2.404891549411503e-05
3308,єря,2,4.008152582352505e-06
3309,окд,19,3.80774495323488e-05
3310,кдр,8,1.603261032941002e-05
3311,дрі,54,0.00010822011972351763
3312,ихя,8,1.603261032941002e-05
3313,хяк,19,3.80774495323488e-05
3314,рли,52,0.00010421196714116514
3315,изу,26,5.210598357058257e-05
3316,зуб,48,9.619566197646012e-05
3317,бів,44,8.817935681175511e-05
3318,івУ,4,8.01630516470501e-06
3319,вУй,1,2.0040762911762524e-06
3320,ажм,11,2.2044839202938777e-05
3321,жмо,18,3.6073373241172546e-05
3322,юОц,1,2.0040762911762524e-06
3323,ак—,38,7.61548990646976e-05
3324,нуг,29,5.811821244411132e-05
3325,ос—,6,1.2024457747057515e-05
3326,с—Ч,1,2.0040762911762524e-06
3327,Чин,33,6.613451760881634e-05
3328,езд,60,0.00012024457747057515
3329,зду,61,0.0001222486537617514
3330,дур,122,0.0002444973075235028
3331,урі,47,9.419158568528386e-05
3332,івб,28,5.611413615293507e-05
3333,був,261,0.0005230639119970019
3334,вая,8,1.603261032941002e-05
3335,аяч,2,4.008152582352505e-06
3336,езб,19,3.80774495323488e-05
3337,збо,34,6.813859389999258e-05
3338,бож,85,0.00017034648474998146
3339,івД,3,6.012228873528758e-06
3340,вДо,3,6.012228873528758e-06
3341,Дом,3,6.012228873528758e-06
3342,ома,308,0.0006172554976822857
3343,худ,49,9.819973826763637e-05
3344,наа,24,4.809783098823006e-05
3345,аая,3,6.012228873528758e-06
3346,ут—,21,4.20856021147013e-05
3347,т—і,3,6.012228873528758e-06
3348,—ід,14,2.8057068076467534e-05
3349,заб,261,0.0005230639119970019
3350,увТ,4,8.01630516470501e-06
3351,вТа,14,2.8057068076467534e-05
3352,Тап,12,2.404891549411503e-05
3353,дня,112,0.00022445654461174027
3354,явш,24,4.809783098823006e-05
3355,ивг,35,7.014267019116883e-05
3356,имд,38,7.61548990646976e-05
3357,мду,12,2.404891549411503e-05
3358,ужп,2,4.008152582352505e-06
3359,жпр,3,6.012228873528758e-06
3360,рид,71,0.00014228941667351392
3361,вхо,42,8.41712042294026e-05
3362,"ги
",7,1.4028534038233767e-05
3363,"и
О",18,3.6073373241172546e-05
3364,"
Ос",13,2.6052991785291284e-05
3365,міП,2,4.008152582352505e-06
3366,киН,16,3.206522065882004e-05
3367,иНа,47,9.419158568528386e-05
3368,аса,100,0.00020040762911762526
3369,мук,37,7.415082277352134e-05
3370,укр,42,8.41712042294026e-05
3371,раї,23,4.609375469705381e-05
3372,аїс,12,2.404891549411503e-05
3373,їсе,7,1.4028534038233767e-05
3374,лао,51,0.00010220789084998888
3375,дви,16,3.206522065882004e-05
3376,иго,179,0.0003587296561205492
3377,ону,95,0.00019038724766174398
3378,атк,60,0.00012024457747057515
3379,ікн,80,0.0001603261032941002
3380,мин,120,0.0002404891549411503
3381,яхЗ,1,2.0040762911762524e-06
3382,хЗз,1,2.0040762911762524e-06
3383,Зза,3,6.012228873528758e-06
3384,зах,122,0.0002444973075235028
3385,кіх,7,1.4028534038233767e-05
3386,івц,51,0.00010220789084998888
3387,вці,47,9.419158568528386e-05
3388,ціп,55,0.00011022419601469389
3389,итр,125,0.00025050953639703155
3390,хид,10,2.0040762911762526e-05
3391,тік,54,0.00010822011972351763
3392,ікз,19,3.80774495323488e-05
3393,м—о,13,2.6052991785291284e-05
3394,—ог,5,1.0020381455881263e-05
3395,сек,26,5.210598357058257e-05
3396,екр,96,0.00019239132395292024
3397,бне,68,0.00013627718779998517
3398,сен,47,9.419158568528386e-05
3399,нон,59,0.00011824050117939889
3400,юлі,5,1.0020381455881263e-05
3401,оюЗ,6,1.2024457747057515e-05
3402,юЗр,2,4.008152582352505e-06
3403,Зра,7,1.4028534038233767e-05
3404,зув,70,0.00014028534038233766
3405,уви,89,0.00017836278991468647
3406,ноб,63,0.00012625680634410392
3407,обу,198,0.000396807105652898
3408,лощ,27,5.4110059861758815e-05
3409,ощо,168,0.0003366848169176104
3410,лец,12,2.404891549411503e-05
3411,цьн,14,2.8057068076467534e-05
3412,жез,52,0.00010421196714116514
3413,оха,236,0.00047296200471759557
3414,наН,7,1.4028534038233767e-05
3415,аНе,34,6.813859389999258e-05
3416,иат,17,3.406929694999629e-05
3417,тяж,63,0.00012625680634410392
3418,яжк,60,0.00012024457747057515
3419,жка,34,6.813859389999258e-05
3420,цяк,9,1.8036686620586273e-05
3421,ьвв,3,6.012228873528758e-06
3422,ічі,56,0.00011222827230587014
3423,чіХ,3,6.012228873528758e-06
3424,іХа,4,8.01630516470501e-06
3425,Хат,13,2.6052991785291284e-05
3426,ахо,176,0.00035271742724702043
3427,очс,9,1.8036686620586273e-05
3428,чст,6,1.2024457747057515e-05
3429,тар,472,0.0009459240094351911
3430,а—в,25,5.0101907279406314e-05
3431,еїх,13,2.6052991785291284e-05
3432,їхо,15,3.0061144367643788e-05
3433,дил,248,0.0004970109202117106
3434,зяй,43,8.617528052057886e-05
3435,яйс,45,9.018343310293137e-05
3436,идв,49,9.819973826763637e-05
3437,вір,192,0.0003847826479058405
3438,рви,12,2.404891549411503e-05
3439,име,108,0.00021644023944703526
3440,тен,62,0.00012425273005292766
3441,йчи,12,2.404891549411503e-05
3442,жац,1,2.0040762911762524e-06
3443,аці,67,0.0001342731115088089
3444,ціл,144,0.00028858698592938036
3445,чін,48,9.619566197646012e-05
3446,каа,38,7.61548990646976e-05
3447,аав,16,3.206522065882004e-05
3448,оща,71,0.00014228941667351392
3449,щан,92,0.00018437501878821523
3450,рещ,27,5.4110059861758815e-05
3451,еща,21,4.20856021147013e-05
3452,щат,20,4.008152582352505e-05
3453,"ті
",25,5.0101907279406314e-05
3454,"і
Н",10,2.0040762911762526e-05
3455,кев,10,2.0040762911762526e-05
3456,дха,14,2.8057068076467534e-05
3457,атн,94,0.00018838317137056772
3458,тнь,11,2.2044839202938777e-05
3459,огу,98,0.00019639947653527274
3460,авж,133,0.0002665421467264416
3461,жем,49,9.819973826763637e-05
3462,диц,30,6.0122288735287576e-05
3463,цяб,7,1.4028534038233767e-05
3464,ябі,14,2.8057068076467534e-05
3465,зод,37,7.415082277352134e-05
3466,озс,50,0.00010020381455881263
3467,зси,17,3.406929694999629e-05
3468,паю,16,3.206522065882004e-05
3469,изм,11,2.2044839202938777e-05
3470,зми,6,1.2024457747057515e-05
3471,мис,104,0.00020842393428233027
3472,зер,13,2.6052991785291284e-05
3473,осн,49,9.819973826763637e-05
3474,сно,120,0.0002404891549411503
3475,скл,36,7.214674648234509e-05
3476,кли,90,0.00018036686620586273
3477,ика,274,0.0005491169037822931
3478,уре,27,5.4110059861758815e-05
3479,ейН,3,6.012228873528758e-06
3480,йНа,3,6.012228873528758e-06
3481,Нат,31,6.212636502646383e-05
3482,тьз,100,0.00020040762911762526
3483,ьзх,8,1.603261032941002e-05
3484,зхл,10,2.0040762911762526e-05
3485,вця,14,2.8057068076467534e-05
3486,цяп,23,4.609375469705381e-05
3487,нка,159,0.00031864813029702414
3488,айк,61,0.0001222486537617514
3489,йка,56,0.00011222827230587014
3490,каб,66,0.00013226903521763267
3491,анч,17,3.406929694999629e-05
3492,нчи,32,6.413044131764008e-05
3493,чик,87,0.00017435463733233398
3494,ик—,11,2.2044839202938777e-05
3495,пох,110,0.00022044839202938778
3496,хап,31,6.212636502646383e-05
3497,апц,2,4.008152582352505e-06
3498,пце,12,2.404891549411503e-05
3499,емх,3,6.012228873528758e-06
3500,мхл,12,2.404891549411503e-05
3501,лам,87,0.00017435463733233398
3502,ідп,55,0.00011022419601469389
3503,дпу,11,2.2044839202938777e-05
3504,ейМ,5,1.0020381455881263e-05
3505,йМо,16,3.206522065882004e-05
3506,Мол,13,2.6052991785291284e-05
3507,цяс,15,3.0061144367643788e-05
3508,шук,39,7.815897535587385e-05
3509,хан,44,8.817935681175511e-05
3510,ихг,25,5.0101907279406314e-05
3511,хго,18,3.6073373241172546e-05
3512,тей,56,0.00011222827230587014
3513,ейа,1,2.0040762911762524e-06
3514,йар,2,4.008152582352505e-06
3515,аря,127,0.00025451768897938407
3516,ряг,18,3.6073373241172546e-05
3517,ягл,82,0.0001643342558764527
3518,кіа,5,1.0020381455881263e-05
3519,іар,2,4.008152582352505e-06
3520,ряп,37,7.415082277352134e-05
3521,імт,19,3.80774495323488e-05
3522,і—й,4,8.01630516470501e-06
3523,йшт,2,4.008152582352505e-06
3524,што,37,7.415082277352134e-05
3525,вхн,4,8.01630516470501e-06
3526,оюа,12,2.404891549411503e-05
3527,юая,2,4.008152582352505e-06
3528,щон,95,0.00019038724766174398
3529,ніч,207,0.00041484379227348426
3530,наж,45,9.018343310293137e-05
3531,жер,31,6.212636502646383e-05
3532,ера,195,0.00039079487677936924
3533,рам,74,0.00014830164554704268
3534,евд,34,6.813859389999258e-05
3535,діє,41,8.216712793822635e-05
3536,ієш,16,3.206522065882004e-05
3537,єшн,9,1.8036686620586273e-05
3538,ікр,34,6.813859389999258e-05
3539,омн,80,0.0001603261032941002
3540,оюб,15,3.0061144367643788e-05
3541,юбі,10,2.0040762911762526e-05
3542,ійк,47,9.419158568528386e-05
3543,йко,51,0.00010220789084998888
3544,ю—в,10,2.0040762911762526e-05
3545,исм,20,4.008152582352505e-05
3546,сми,15,3.0061144367643788e-05
3547,икн,100,0.00020040762911762526
3548,міт,48,9.619566197646012e-05
3549,ітл,36,7.214674648234509e-05
3550,тли,24,4.809783098823006e-05
3551,лид,121,0.00024249323123232656
3552,иде,101,0.0002024117054088015
3553,ерж,76,0.0001523097981293952
3554,ржа,51,0.00010220789084998888
3555,жал,211,0.0004228600974381893
3556,алн,5,1.0020381455881263e-05
3557,лно,4,8.01630516470501e-06
3558,о—і,16,3.206522065882004e-05
3559,отя,85,0.00017034648474998146
3560,итн,10,2.0040762911762526e-05
3561,тну,31,6.212636502646383e-05
3562,упр,183,0.0003667459612852542
3563,жир,4,8.01630516470501e-06
3564,івз,48,9.619566197646012e-05
3565,взд,36,7.214674648234509e-05
3566,здо,120,0.0002404891549411503
3567,вжі,9,1.8036686620586273e-05
3568,жів,10,2.0040762911762526e-05
3569,рек,55,0.00011022419601469389
3570,ек—,3,6.012228873528758e-06
3571,к—а,6,1.2024457747057515e-05
3572,пок,356,0.0007134511596587459
3573,нех,89,0.00017836278991468647
3574,ехр,18,3.6073373241172546e-05
3575,хру,21,4.20856021147013e-05
3576,усн,11,2.2044839202938777e-05
3577,оде,88,0.00017635871362351021
3578,ноО,8,1.603261032941002e-05
3579,оОт,12,2.404891549411503e-05
3580,Отп,4,8.01630516470501e-06
3581,тпр,8,1.603261032941002e-05
3582,окл,125,0.00025050953639703155
3583,кля,63,0.00012625680634410392
3584,іїК,1,2.0040762911762524e-06
3585,їКа,1,2.0040762911762524e-06
3586,Кат,8,1.603261032941002e-05
3587,орж,10,2.0040762911762526e-05
3588,ржн,9,1.8036686620586273e-05
3589,жні,32,6.413044131764008e-05
3590,ніЧ,7,1.4028534038233767e-05
3591,іЧе,3,6.012228873528758e-06
3592,езн,220,0.00044089678405877556
3593,ихз,18,3.6073373241172546e-05
3594,хзн,11,2.2044839202938777e-05
3595,зні,28,5.611413615293507e-05
3596,есь,82,0.0001643342558764527
3597,осг,1,2.0040762911762524e-06
3598,сгу,3,6.012228873528758e-06
3599,гук,114,0.0002284646971940928
3600,я—й,2,4.008152582352505e-06
3601,—йк,1,2.0040762911762524e-06
3602,тун,26,5.210598357058257e-05
3603,адт,9,1.8036686620586273e-05
3604,дтр,6,1.2024457747057515e-05
3605,мде,9,1.8036686620586273e-05
3606,"ом
",59,0.00011824050117939889
3607,"м
С",3,6.012228873528758e-06
3608,"
Са",4,8.01630516470501e-06
3609,нац,26,5.210598357058257e-05
3610,аце,46,9.218750939410761e-05
3611,ейк,27,5.4110059861758815e-05
3612,удв,27,5.4110059861758815e-05
3613,ірп,12,2.404891549411503e-05
3614,рпо,23,4.609375469705381e-05
3615,увп,44,8.817935681175511e-05
3616,івв,33,6.613451760881634e-05
3617,інщ,23,4.609375469705381e-05
3618,нще,14,2.8057068076467534e-05
3619,щег,5,1.0020381455881263e-05
3620,ара,285,0.000571161742985232
3621,зді,33,6.613451760881634e-05
3622,ітп,18,3.6073373241172546e-05
3623,ю—я,4,8.01630516470501e-06
3624,—як,101,0.0002024117054088015
3625,апу,42,8.41712042294026e-05
3626,зсе,37,7.415082277352134e-05
3627,ерд,85,0.00017034648474998146
3628,рдж,1,2.0040762911762524e-06
3629,дже,35,7.014267019116883e-05
3630,"ця
",11,2.2044839202938777e-05
3631,"я
—",212,0.00042486417372936553
3632,"
—І",45,9.018343310293137e-05
3633,—Ід,18,3.6073373241172546e-05
3634,Іде,10,2.0040762911762526e-05
3635,дет,68,0.00013627718779998517
3636,иЧі,83,0.00016633833216762897
3637,Чіп,1113,0.002230536912079169
3638,іпк,1009,0.0020221129777968387
3639,пко,105,0.0002104280105735065
3640,кох,58,0.00011623642488822264
3641,ишд,5,1.0020381455881263e-05
3642,шде,6,1.2024457747057515e-05
3643,ш—д,1,2.0040762911762524e-06
3644,оря,93,0.0001863790950793915
3645,рял,17,3.406929694999629e-05
3646,а—О,5,1.0020381455881263e-05
